Marca temporal,What is your gender? / ¿Cual es tu género?,In which municipality or city did you grow up? / ¿En qué pueblo creciste?,Do you have any disabilities that may affect your learning? /  ¿ Padeces de algun tipo de discapacidad que pueda afectar tu aprendizaje?,What type of schools have you attended? /¿A qué tipo de escuela has ido?,What is your household’s approximate annual income level? (Choose the best estimate.) / ¿Cuál es el nivel aproximado de ingresos anuales de su hogar? (Seleccione la mejor estimación).,Do you receive financial aid or free/reduced lunch at school? / ¿Recibes ayuda financiera o almuerzo gratuito o reducido en la escuela?,"From 1-5, what would you rate your confidence level in math? / Del 1 al 5, ¿cómo calificarías tu nivel de confianza en matemáticas?","From 1-5, what would you rate your confidence level in science? / Del 1 al 5, ¿cómo calificarías tu nivel de confianza en ciencias?","From 1-5, what would you rate your confidence level in music and art subjects? / Del 1 al 5, ¿cómo calificarías tu nivel de confianza en cursos de musica y arte?",Do you feel that your financial background can affect your ability to succeed in STEM subjects? /  ¿Siente que su situación financiera puede afectar su capacidad para tener éxito en las materias STEM?,Do you feel that your financial background can affect your ability to succeed in art subjects?   /  ¿Siente que su situación financiera puede afectar su capacidad para tener éxito en las materias de arte?,Do you feel that gender stereotypes may influence your confidence in STEM subjects? / ¿Sientes que los estereotipos de género pueden influir en su confianza en las materias STEM?   ,Do you feel that gender stereotypes may influence your confidence in art subjects? / ¿Sientes que los estereotipos de género pueden influir en su confianza en las materias de arte?   ,Do you feel that your disability may influence your confidence in STEM subjects? /  ¿Sientes que tu discapacidad puede influir en su confianza en las materias STEM?,Do you feel that your disability may influence your confidence in art subjects? /  ¿Sientes que tu discapacidad puede influir en su confianza en las materias de arte?,Have you ever experienced bias or discrimination related to your gender in STEM classes? /  ¿Alguna vez has experimentado prejuicios o discriminación relacionados con tu género en clases STEM?,Have you ever experienced bias or discrimination related to your gender in art classes? /  ¿Alguna vez has experimentado prejuicios o discriminación relacionados con tu género en clases de arte?,Have you ever experienced bias or discrimination related to your disability in STEM classes? /  ¿Alguna vez has experimentado prejuicios o discriminación relacionados con tu discapacidad en clases de STEM?,Have you ever experienced bias or discrimination related to your disability in art classes? /  ¿Alguna vez has experimentado prejuicios o discriminación relacionados con tu discapacidad en clases de arte?,Have you ever experienced bias or discrimination related to your economic background in STEM classes? /  ¿Alguna vez has experimentado prejuicios o discriminación relacionados con tu situacion economica en clases de STEM?,Have you ever experienced bias or discrimination related to your economic background in art classes? /  ¿Alguna vez has experimentado prejuicios o discriminación relacionados con tu situacion economica en clases de arte?,"Do you have access to resources (tutors, technology) to help you succeed in STEM subjects? /  ¿Tiene acceso a recursos (tutores, tecnología) para ayudarlo a tener éxito en las materias STEM?","Do you have access to resources (tutors, technology) to help you succeed in art subjects? /  ¿Tiene acceso a recursos (tutores, tecnología) para ayudarlo a tener éxito en las materias de arte?",Do you feel supported by teachers and school staff in STEM subjects? /  ¿Te sientes apoyado por los profesores y el personal escolar en las materias STEM?,Do you feel supported by teachers and school staff in art subjects? /  ¿Te sientes apoyado por los profesores y el personal escolar en las materias de arte?,What would help improve your confidence and performance in STEM or art? (Open-ended question)
6/05/2025 8:19:27,Male / Masculino,Aguadilla ,No disability / Ninguna discapacidad,Public and Private / Publica y Privada,Prefer not to say / Prefiero no decirlo,No ,3- Neutral,5-  Very Confident / Muy seguro/segura ,5-  Very Confident / Muy seguro/segura ,"1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","4- Yes, always / Si, siempre","3-  Yes, sometimes / Si, aveces",.
6/05/2025 8:20:05,Male / Masculino,Aguadilla ,No disability / Ninguna discapacidad,Public / Pública,Nosé ,Yes / Si,4- Somewhat confident / Algo seguro/segura,4- Somewhat confident / Algo seguro/segura,3- Neutral ,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","4- Yes, always / Si, siempre","4- Yes, always / Si, siempre","Estár pendiente a la clase y ya
"
6/05/2025 8:20:15,Prefer not to say / Prefiero no decirlo,Aguadilla,"Sensory impairment (ej., vision or hearing impairment) / Deterioro sensorial (por ejemplo, deterioro visual o auditivo)",Public and Private / Publica y Privada,"Below $25,000 / Menos de $25,000",Yes / Si,2- Somewhat Unconfident/ Algo inseguro/insegura,1- Very Unconfident / Muy inseguro/jnsegura,4- Somewhat confident / Algo seguro/segura,"4- Yes, significantly / Si, significativamente",3- Somewhat / Un poco,"4- Yes, significantly / Si, significativamente","4- Yes, significantly / Si, significativamente","1- No, not at all / No, para nada","1- No, not at all / No, para nada","4- Yes, frequently / Si, frecuentemente",2- Not really / No tanto,"4- Yes, frequently / Si, frecuentemente","1- No, not at all / No, para nada",2- Not really / No tanto,2- Not really / No tanto,"3-  Yes, sometimes / Si, aveces","1- No, not at all / No, para nada","1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces",🤷
6/05/2025 8:20:37,Female / Femenino,Aguadilla,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,Prefer not to say / Prefiero no decirlo,3- Neutral,3- Neutral ,1- Very Unconfident / Muy inseguro/jnsegura,"1- No, not at all / No, para nada",2- Not really / No tanto,"1- No, not at all / No, para nada",2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces",.
6/05/2025 8:20:53,Female / Femenino,Aguadilla ,No disability / Ninguna discapacidad,Public and Private / Publica y Privada,Prefer not to say / Prefiero no decirlo,Yes / Si,4- Somewhat confident / Algo seguro/segura,4- Somewhat confident / Algo seguro/segura,2- Somewhat Unconfident/ Algo inseguro/insegura,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces",Be more secure with my self.
6/05/2025 8:21:21,Male / Masculino,Aguadilla ,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,Prefer not to say / Prefiero no decirlo,5-  Very Confident / Muy seguro/segura,5-  Very Confident / Muy seguro/segura ,3- Neutral ,2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces",Believing in myself
6/05/2025 8:21:23,Male / Masculino,mayagüez ,"Sensory impairment (ej., vision or hearing impairment) / Deterioro sensorial (por ejemplo, deterioro visual o auditivo)",Public / Pública,"Below $25,000 / Menos de $25,000",Yes / Si,4- Somewhat confident / Algo seguro/segura,3- Neutral ,2- Somewhat Unconfident/ Algo inseguro/insegura,"1- No, not at all / No, para nada",2- Not really / No tanto,3- Somewhat / Un poco,2- Not really / No tanto,"1- No, not at all / No, para nada",2- Not really / No tanto,"3-  Yes, occasionally / Si, ocasionalmente","3-  Yes, occasionally / Si, ocasionalmente","3-  Yes, occasionally / Si, ocasionalmente","3-  Yes, occasionally / Si, ocasionalmente",2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","4- Yes, always / Si, siempre","3-  Yes, sometimes / Si, aveces",hdhdhd
6/05/2025 8:21:29,Male / Masculino,Aguadilla ,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,Prefer not to say / Prefiero no decirlo,1- Very Unconfident / Muy inseguro/insegura,2- Somewhat Unconfident/ Algo inseguro/insegura,2- Somewhat Unconfident/ Algo inseguro/insegura,3- Somewhat / Un poco,2- Not really / No tanto,2- Not really / No tanto,3- Somewhat / Un poco,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,"1- No, not at all / No, para nada",2- Not really / No tanto,2- Not really / No tanto,Nose 
6/05/2025 8:21:40,Female / Femenino,Aguadilla,"Learning disability (ej., dyslexia, adhd)  / Discapacidad de Aprendizaje (por ejemplo., dislexia, TDAH)",Public and Private / Publica y Privada,Prefer not to say / Prefiero no decirlo,Yes / Si,2- Somewhat Unconfident/ Algo inseguro/insegura,3- Neutral ,4- Somewhat confident / Algo seguro/segura,"1- No, not at all / No, para nada",2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada",3- Somewhat / Un poco,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,"1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","I dont have any problems so I’ll be fine 
"
6/05/2025 8:21:51,Male / Masculino,Aguadilla,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,No ,4- Somewhat confident / Algo seguro/segura,2- Somewhat Unconfident/ Algo inseguro/insegura,5-  Very Confident / Muy seguro/segura ,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces",I dont even take stem😭
6/05/2025 8:22:14,Female / Femenino,Aguadilla ,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,No ,2- Somewhat Unconfident/ Algo inseguro/insegura,3- Neutral ,4- Somewhat confident / Algo seguro/segura,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,"3-  Yes, sometimes / Si, aveces",2- Not really / No tanto,Que los maestros sean más comprensivos 
6/05/2025 8:22:15,Female / Femenino,Aguadilla,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,No ,3- Neutral,3- Neutral ,3- Neutral ,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,2- Not really / No tanto,"3-  Yes, sometimes / Si, aveces","1- No, not at all / No, para nada",Que los maestros sean comprensivos 
6/05/2025 8:22:24,Female / Femenino,Aguadilla ,No disability / Ninguna discapacidad,Public and Private / Publica y Privada,Prefer not to say / Prefiero no decirlo,Yes / Si,2- Somewhat Unconfident/ Algo inseguro/insegura,3- Neutral ,3- Neutral ,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,"3-  Yes, sometimes / Si, aveces",2- Not really / No tanto,2- Not really / No tanto,Tener más trabajos relacionados a eso que si nos interesen y poder votar por una elección 
6/05/2025 8:22:44,Female / Femenino,Aguadilla,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,No ,4- Somewhat confident / Algo seguro/segura,4- Somewhat confident / Algo seguro/segura,3- Neutral ,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","1- No, not at all / No, para nada",No tengo comentarios 
6/05/2025 8:22:46,Male / Masculino,Aguadilla PR,"Learning disability (ej., dyslexia, adhd)  / Discapacidad de Aprendizaje (por ejemplo., dislexia, TDAH)",Public / Pública,Prefer not to say / Prefiero no decirlo,No ,5-  Very Confident / Muy seguro/segura,3- Neutral ,1- Very Unconfident / Muy inseguro/jnsegura,3- Somewhat / Un poco,3- Somewhat / Un poco,"1- No, not at all / No, para nada","1- No, not at all / No, para nada",3- Somewhat / Un poco,3- Somewhat / Un poco,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada",2- Not really / No tanto,No
6/05/2025 8:23:01,Female / Femenino,Aguadilla ,No disability / Ninguna discapacidad,Public / Pública,"Below $25,000 / Menos de $25,000",Yes / Si,3- Neutral,4- Somewhat confident / Algo seguro/segura,3- Neutral ,2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada",3- Somewhat / Un poco,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","3-  Yes, sometimes / Si, aveces","4- Yes, always / Si, siempre","4- Yes, always / Si, siempre",Más tutorías 
6/05/2025 8:23:04,Male / Masculino,Aguadilla ,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,No ,3- Neutral,4- Somewhat confident / Algo seguro/segura,2- Somewhat Unconfident/ Algo inseguro/insegura,"1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,2- Not really / No tanto,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,"1- No, not at all / No, para nada","3-  Yes, sometimes / Si, aveces","1- No, not at all / No, para nada",Prefiero no decir
6/05/2025 8:24:20,Female / Femenino,Aguadilla ,No disability / Ninguna discapacidad,Public / Pública,Prefer not to say / Prefiero no decirlo,No ,4- Somewhat confident / Algo seguro/segura,3- Neutral ,2- Somewhat Unconfident/ Algo inseguro/insegura,"1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada","1- No, not at all / No, para nada",2- Not really / No tanto,"3-  Yes, sometimes / Si, aveces",Me ayudaría tener mas dinero para mis clases de arte
